정류소아이디,모바일아이디,정류소명,영문명,시도,구군,동,경도,위도,경유노선수,경유노선
7111019200,2704,화원유원지(사문진주막촌),Hwawon Resort,대구광역시,달성군,화원읍,128.4780617,35.81017,1,달서3
7111019300,2312,다사고등학교앞,Dasa High School,대구광역시,달성군,다사읍,128.46229,35.86079,11,250+425+524+527+564+655+달서1+성서1+성서1-1+성서2+성서3
7111019400,3132,강창하이츠,Gangchang Heights,대구광역시,달성군,다사읍,128.4605083,35.86209,11,250+425+524+527+564+655+달서1+성서1+성서1-1+성서2+성서3
7111019500,2314,매곡사거리1,Maegok (4) Junction,대구광역시,달성군,다사읍,128.4594767,35.86268,12,250+425+524+527+564+655+급행1+달서1+성서1+성서1-1+성서2+성서3
7111019600,9100,다사읍행정복지센터건너,Dasa-eup Community Service Center,대구광역시,달성군,다사읍,128.4553684,35.8612741,11,250+425+524+527+564+655+달서1+성서1+성서1-1+성서2+성서3
7111019800,1200,부곡리,Bugok-ri,대구광역시,달성군,다사읍,128.441055,35.852035,2,250+성서2
7111019900,1353,부곡리건너,Bugok-ri,대구광역시,달성군,다사읍,128.44079,35.85191333,2,250+성서2
7111020000,2530,문양리2,Munyang-ri,대구광역시,달성군,다사읍,128.4354217,35.85759667,2,250+성서2
7111020100,2531,문양리1,Munyang-ri,대구광역시,달성군,다사읍,128.43517,35.85729667,2,250+성서2
7111020300,2318,동곡초등학교건너,Donggok Elementary School,대구광역시,달성군,하빈면,128.4173362,35.87772037,7,20+250+50+50-1+7+9+성서2
7111020500,2593,봉촌1리1,Bongchon 1-ri,대구광역시,달성군,하빈면,128.4081983,35.86128833,1,성서2
7111020600,2592,봉촌리,Bongchon-ri,대구광역시,달성군,하빈면,128.4025883,35.86013167,1,성서2
7111020800,2904,하산1리,Hasan 1-ri,대구광역시,달성군,하빈면,128.3999217,35.87917167,1,성서2
7111020900,2528,세천리1,Secheon-ri,대구광역시,달성군,다사읍,128.4717815,35.87694908,1,성서3
7111021000,2526,다사읍사무소서재출장소앞,Dasa Town Office,대구광역시,달성군,다사읍,128.49422,35.872415,2,성서1+성서3
7111021100,1711,화원시장앞,Hwawon Market,대구광역시,달성군,화원읍,128.5001817,35.800965,2,623+653
7111021200,1712,화원시장건너,Hwawon Market,대구광역시,달성군,화원읍,128.5011067,35.80098,2,623+653
7111021300,1710,본리지구건너,Bolli Area,대구광역시,달성군,화원읍,128.5071183,35.802405,4,623+653+달서3+달성1
7111021400,5355,본리지구앞,Bolli Area,대구광역시,달성군,화원읍,128.5079617,35.80261167,3,623+653+달서3
7111021500,1709,시립희망원,Daegu Hope Village,대구광역시,달성군,화원읍,128.5105883,35.80441833,3,623+653+달성1
7111021600,2341,대곡역그린빌,Daegok Station Greenvil ,대구광역시,달성군,화원읍,128.510825,35.80450833,2,623+653
7111021700,2649,정대1리(안매남),Jeongdae 1-ri,대구광역시,달성군,가창면,128.57352,35.76866167,1,가창2
7111021800,2648,정대1리(바깥매남),Jeongdae 1-ri,대구광역시,달성군,가창면,128.5713017,35.765365,1,가창2
7111021900,1931,정대2리마을회관앞,Jeongdae2-ri Maeul Center,대구광역시,달성군,가창면,128.5567142,35.74771747,1,가창2
7111022200,5289,행정리(한천서원),Haengjeong-ri,대구광역시,달성군,가창면,128.6548517,35.77961,1,가창2
7111022300,1542,행정리,Haengjeong-ri,대구광역시,달성군,가창면,128.6567017,35.77926167,1,가창2
7111022400,1545,상원리(전평못식당)1,Sangwon-ri,대구광역시,달성군,가창면,128.6574717,35.77392167,1,가창2
7111022500,1544,단산리입구1,Dansan-ri,대구광역시,달성군,가창면,128.6534683,35.77143167,1,가창2
7111022600,2664,오설리,Oseol-ri,대구광역시,달성군,구지면,128.3647367,35.67822833,1,달성3
7111022700,1835,동아제약건너,Donga Pharmaceutical Co Ltd,대구광역시,달성군,논공읍,128.4682917,35.74002,2,600+655
7111022800,1836,동아제약,Donga Pharmaceutical Co Ltd,대구광역시,달성군,논공읍,128.4682983,35.73976667,3,600+655+달성6
7111022900,2674,샤니삼거리2,Shany (3) Junction,대구광역시,달성군,논공읍,128.4620367,35.73385833,3,600+달성5+달성6
7111023000,2673,샤니삼거리1,Shany (3) Junction,대구광역시,달성군,논공읍,128.462265,35.73384,2,600+달성5
7111023100,1833,용연사,Yongyeonsa ,대구광역시,달성군,옥포면,128.5112717,35.75189667,3,600+달성2+달성5
7111023200,5172,논공삼거리1,Nongong (3) Junction,대구광역시,달성군,논공읍,128.4356383,35.72673167,2,600+655
7111023300,1826,달성취수장건너,Dalseong Water Purification Plant,대구광역시,달성군,논공읍,128.42717,35.73169,3,600+655+달성6
7111023400,1847,달성취수장앞,Dalseong Water Purification Plant,대구광역시,달성군,논공읍,128.4254667,35.73326667,3,600+655+달성6
7111023500,2400,위천삼거리(현풍방향),Wicheon (3) Junction,대구광역시,달성군,논공읍,128.3986867,35.75970333,3,600+655+달성6
7111023600,2407,성요셉요양병원건너,Saint Joseph hospital,대구광역시,달성군,논공읍,128.4530083,35.72169667,4,600+급행4+달성5+달성6
7111023700,2408,성요셉요양병원앞,Saint Joseph hospital,대구광역시,달성군,논공읍,128.4532367,35.72167,3,600+급행4+달성5
7111023800,1830,박석진교,Bakseokjingyo (Bridge),대구광역시,달성군,현풍면,128.4371133,35.70702167,4,600+655+달성5+달성6
7111023900,1515,성하리,Seongha-ri,대구광역시,달성군,현풍면,128.4374406,35.70610278,4,600+655+달성5+달성6
7111024000,1300,현풍삼거리,Hyeonpung (3) Junction,대구광역시,달성군,현풍면,128.4389183,35.70060167,1,655
7111024100,1512,현풍중고등학교,Hyeonpung High School,대구광역시,달성군,현풍면,128.439225,35.69688167,1,655
7111024200,5090,달성우체국건너,Dalseong Post Office,대구광역시,달성군,현풍면,128.4391733,35.69388,2,655+급행4
7111024400,5468,유가사(종점),Yugasa,대구광역시,달성군,유가면,128.5013392,35.7138049,2,600+달성5
7111024600,2403,도동서원,Dodong-Seowon,대구광역시,달성군,구지면,128.3722133,35.70177,1,달성3
7111024700,5471,자모공원,Jamo Park,대구광역시,달성군,현풍면,128.3954317,35.69147667,1,-
7111024800,1298,달성소방서건너,Dalseong Fire Station,대구광역시,달성군,현풍면,128.4464717,35.68214333,5,600+달성3+달성5+달성6+달성7
7111025000,2402,신기리1,Singi-ri,대구광역시,달성군,현풍면,128.4430133,35.669625,2,600+달성3
7111025100,2437,신기리2,Singi-ri,대구광역시,달성군,현풍면,128.4434717,35.66972667,2,600+달성3
7111025200,2622,대리마을회관건너,Dae-ri Maeul Center,대구광역시,달성군,현풍면,128.4270918,35.66540683,2,600+달성3
7111025300,2621,대리,Dae-ri,대구광역시,달성군,현풍면,128.4226933,35.66427833,2,600+달성3
7111025400,2583,내리1,Nae-ri,대구광역시,달성군,구지면,128.406655,35.64112833,1,달성7
7111025500,5479,목단리,Mokdan-ri,대구광역시,달성군,구지면,128.419185,35.62304833,1,달성7
7111025600,2612,수리리,Suri-ri,대구광역시,달성군,구지면,128.3963717,35.665035,1,달성3
7111025700,2613,징리보건소,Jing-ri Community Health Center,대구광역시,달성군,구지면,128.382105,35.66886833,1,달성3
7111025800,2640,고봉리,Gobong-ri,대구광역시,달성군,구지면,128.4378555,35.6497365,2,달성3+달성7
7111025900,2684,평촌리,Pyeongchon-ri,대구광역시,달성군,구지면,128.45817,35.64360333,1,달성7
7111026000,2562,한정리(한정초교건너),Hanjeong-ri,대구광역시,달성군,유가면,128.4553983,35.647525,1,달성6
7111026100,2563,한정리(한정초교),Hanjeong-ri,대구광역시,달성군,유가면,128.4583483,35.64614667,1,달성6
7111026200,2638,달창저수지,Dalchang Reservoir,대구광역시,달성군,유가면,128.4713591,35.64507692,1,달성6
7111026300,2639,대산,Daesan,대구광역시,달성군,,128.5094373,35.6387557,1,달성6
7111026400,5488,본말(종점),Bonmal,대구광역시,달성군,,128.5102802,35.64289355,1,달성6
7111026500,2385,삼산지,Samsanji,대구광역시,달성군,가창면,128.6575133,35.73089667,1,가창2
7111026600,1531,삼산지건너,Samsanji,대구광역시,달성군,가창면,128.6572483,35.73049833,1,가창2
7111026700,2996,오리(양지마을),O-ri,대구광역시,달성군,가창면,128.5938867,35.78789333,1,가창2
7111026800,2313,다사고등학교건너,Dasa High School,대구광역시,달성군,다사읍,128.4620417,35.8607,11,250+425+524+527+564+655+달서1+성서1+성서1-1+성서2+성서3
7111026900,1199,연화리,Yeonhwa-ri,대구광역시,달성군,다사읍,128.4508458,35.85469917,11,250+425+524+527+564+655+급행1+달서1+성서1+성서1-1+성서3
7111027000,1198,매곡(종점),Maegok,대구광역시,달성군,다사읍,128.450265,35.85484333,12,250+425+524+527+564+655+급행1+달서1+성서1+성서1-1+성서2+성서3
7111027100,1946,대평2리,Daepyeong 2-ri,대구광역시,달성군,하빈면,128.4657209,35.93378953,1,성서2
7111027200,9043,현풍운전시험장,Hyeonpung Driver's License Exam Center,대구광역시,달성군,현풍면,128.4392888,35.70238132,4,600+655+달성5+달성6
7111027300,5497,도동,Do-dong,대구광역시,달성군,구지면,128.3580983,35.68555167,1,달성3
7111027700,65,에코테마파크대구숲앞,Eco Theme Park Daegu Forest,대구광역시,달성군,가창면,128.627297,35.79576673,7,240+304+405+413+449+가창2+급행2
7111027800,2682,가천리,Gacheon-ri,대구광역시,달성군,유가면,128.4524733,35.65968167,2,달성6+달성7
7111027900,5173,달성보건너,Dalseong barrage,대구광역시,달성군,논공읍,128.4205604,35.73729858,2,600+655
7111028000,2630,달성교육지원청-대구예아람학교앞,Dalseong Office of Education,대구광역시,달성군,옥포면,128.4341637,35.78096802,5,600+623+655+급행4+달성2
7111028100,9053,옥포농협건너,Okpo Nonghyup,대구광역시,달성군,옥포면,128.462316,35.78818907,4,600+623+655+달성2
7111028300,9054,옥포초등학교앞,Okpo Elementary School,대구광역시,달성군,옥포면,128.4640878,35.78880522,5,600+623+655+급행4+달성2
7111028400,5506,갈실마을회관종점,Galsil Community Center,대구광역시,달성군,논공읍,128.4544469,35.75511653,1,달성2
7111028500,1534,녹동서원앞,Nokdong-Seowon,대구광역시,달성군,가창면,128.6465333,35.72303,1,가창2
7111028600,1533,우록리(선흥사입구),Urok-ri,대구광역시,달성군,가창면,128.652555,35.72489667,1,가창2
7111028700,1532,우록리(부곡장식당),Urok-ri,대구광역시,달성군,가창면,128.6561133,35.72670833,1,가창2
7111029000,2591,봉촌2리,Bongchon 2-ri,대구광역시,달성군,하빈면,128.392065,35.861535,1,성서2
7111029100,2534,동곡초등학교앞,Donggok Elementary School,대구광역시,달성군,하빈면,128.4179433,35.877605,7,20+250+50+50-1+7+9+성서2
7111029200,1355,하빈농협동곡지점1,Habin Nonghyup Donggok Branch,대구광역시,달성군,하빈면,128.4214583,35.87720333,4,20+7+9+성서2
7111029300,2632,마비정벽화마을(종점),Mabijeong Wall Painting Maeul,대구광역시,달성군,화원읍,128.54161,35.779915,1,달성2
7111029400,1890,본리1리,Bolli 1-ri,대구광역시,달성군,화원읍,128.51768,35.79126333,1,달성2
7111029500,2343,명곡미래빌2단지앞,Myeonggok Mirae Ville Apts,대구광역시,달성군,화원읍,128.4951717,35.79943833,3,623+651+달성2
7111029600,2321,기곡(종점),Gigok,대구광역시,달성군,하빈면,128.4397867,35.93111833,1,성서2
7111029700,1360,하목정(종점),Hamokjeong,대구광역시,달성군,하빈면,128.407475,35.882045,1,성서2
7111029900,1364,육신사,Yuksinsa shrine,대구광역시,달성군,하빈면,128.4170667,35.908175,1,성서2
7111030100,9047,달성군청건너,Dalseong County Office,대구광역시,달성군,논공읍,128.4304,35.775287,4,623+655+달성2+달성6
7111030200,9046,달성군청앞,Dalseong County Office,대구광역시,달성군,논공읍,128.430477,35.775172,3,623+655+달성2
7111030400,1952,명곡1리입구1,Myeonggok 1-ri,대구광역시,달성군,화원읍,128.5009717,35.78987167,1,달성5
7111030500,1953,명곡1리입구2,Myeonggok 1-ri,대구광역시,달성군,화원읍,128.50143,35.78961,1,달성5
7111030700,1696,귀남지휴게소1,Gwinamji Rest Area,대구광역시,달성군,화원읍,128.512695,35.76891,1,달성5
7111030800,2708,귀남지휴게소2,Gwinamji Rest Area,대구광역시,달성군,화원읍,128.512605,35.76897667,1,달성5
7111032100,1831,공단하수처리장앞,Gongdan Sewage Treatment Plant,대구광역시,달성군,논공읍,128.4384867,35.72369333,2,600+655
7111032200,1832,공단하수처리장건너,Gongdan Sewage Treatment Plant,대구광역시,달성군,논공읍,128.43808,35.72343167,2,600+655
7111032400,1813,옥포무지개마을,Okpo Mujigae-maeul,대구광역시,달성군,옥포면,128.4540857,35.79440965,1,달성2
7111032500,5532,약산,Yaksan,대구광역시,달성군,논공읍,128.4256841,35.74169478,1,달성6
7111032600,2641,응암3리1,,대구광역시,달성군,구지면,128.4281617,35.64273167,1,-
7111032700,1582,동촌지구대건너,Dongchon Area Patrol Unit,대구광역시,동구,동촌동,128.6493277,35.88656445,1,618
7111032800,20661,금사리하이빌APT건너,Geumsari Highvill Apt,대구광역시,동구,동촌동,128.6561433,35.88400958,1,618
7111032900,2922,강정(종점),Gangjeong,대구광역시,달성군,다사읍,128.4639758,35.84287518,1,성서2
7111034100,5544,방천리2,Seojae Bangcheon-ri,대구광역시,달성군,다사읍,128.5035767,35.88550833,5,405+509+523+7250+성서3
7111035200,1810,옥포초등학교건너,Okpo Elementary School,대구광역시,달성군,옥포면,128.4643,35.78914667,5,600+623+655+급행4+달성2
7111035300,3044,정대리(대구미술광장),Jeongdae-ri,대구광역시,달성군,가창면,128.56721,35.75509333,1,가창2
7111035400,2650,오2리(음지머구),O 2-ri,대구광역시,달성군,가창면,128.60149,35.78997167,1,가창2
7111036200,3084,동곡1리3,Donggok 1-ri,대구광역시,달성군,하빈면,128.414325,35.86630333,1,성서2
7111036300,3085,동곡1리1,Donggok 1-ri,대구광역시,달성군,하빈면,128.41447,35.863565,1,성서2
7111036400,2535,하산2리,Hasan 2-ri,대구광역시,달성군,하빈면,128.4073917,35.88209167,1,성서2
7111036600,2595,무등2리입구건너,Mudeung 2-ri,대구광역시,달성군,하빈면,128.4513633,35.914395,1,성서2
7111036700,2532,연화리2,Yeonhwa-ri,대구광역시,달성군,다사읍,128.4506417,35.85481167,1,성서2
7111036800,1720,구라리,Gura-ri,대구광역시,달성군,화원읍,128.496235,35.807545,1,달성1
7111036900,2495,화원유원지입구,Hwawon Resort,대구광역시,달성군,화원읍,128.4787744,35.80943798,2,650+달성1
7111037000,2406,대동공업건너,Daedong Industrial Co Ltd,대구광역시,달성군,논공읍,128.45695,35.72612167,2,600+655
7111037300,1811,본리1리동회관앞,Bolli 1-ri dong Hall,대구광역시,달성군,옥포면,128.4571283,35.79221667,1,달성2
7111037500,1812,본리1리동회관건너,Bolli 1-ri dong Hall,대구광역시,달성군,옥포면,128.4571283,35.79214167,1,달성2
7111037700,2581,평촌2리,Pyeongchon 2-ri,대구광역시,달성군,구지면,128.4491167,35.64542167,1,달성7
7111038300,2582,목단1리,Mokdan 1-ri,대구광역시,달성군,구지면,128.4193117,35.62498167,1,달성7
7111038400,2623,한정3리,Hanjeong 3-ri,대구광역시,달성군,유가면,128.45255,35.65531333,2,달성6+달성7
7111038500,1514,현풍고속도로밑,Hyeonpung Expressway,대구광역시,달성군,현풍면,128.4379783,35.70535,4,600+655+달성5+달성6
7111038600,5822,하산스무지(종점),Hasanseumuji,대구광역시,달성군,하빈면,128.4160817,35.890185,1,성서2
7111038700,5823,도의리,Doui-ri,대구광역시,달성군,유가면,128.4620617,35.66047,1,달성6
7111038800,2681,유곡리,Yugok-ri,대구광역시,달성군,유가면,128.4684883,35.66949667,1,달성5
7111038900,5825,유산리,Yusan-ri,대구광역시,달성군,구지면,128.4294083,35.623665,1,달성7
7111039000,4848,예현2리마을회관,Yehyeon 2-ri Maeul Center,대구광역시,달성군,구지면,128.4396683,35.63617167,1,달성7
7111039200,4747,현풍시외버스터미널,Hyeonpung Bus Terminal,대구광역시,달성군,현풍면,128.4411817,35.69917,5,600+달성3+달성5+달성6+달성7
7111039300,4546,유곡리(회차지),Yugok-ri,대구광역시,달성군,유가면,128.4702017,35.66925333,1,달성5
7111039400,3338,다사읍행정복지센터앞,Dasa-eup Community Service Center,대구광역시,달성군,다사읍,128.4538208,35.86065495,10,425+524+527+564+655+달서1+성서1+성서1-1+성서2+성서3
7111039500,3335,동서아파트건너,Dongseo Apts,대구광역시,달성군,다사읍,128.4643033,35.86437833,4,425+달서1+성서1+성서3
7111039600,3336,동서아파트앞,Dongseo Apts,대구광역시,달성군,다사읍,128.464035,35.86499167,4,425+달서1+성서1-1+성서3
7111039800,3355,에코테마파크대구숲남문앞,Eco Theme Park Daegu Forest,대구광역시,달성군,가창면,128.6292467,35.793245,6,240+304+405+413+449+가창2
7111039900,5279,에코테마파크대구숲남문건너,Eco Theme Park Daegu Forest,대구광역시,달성군,가창면,128.629065,35.79407667,6,240+304+405+413+449+가창2
7111040200,2423,스파밸리2,Spa Valley,대구광역시,달성군,가창면,128.638525,35.787823,7,240+304+405+413+449+가창2+급행2
7111040300,4008,스파밸리1,Spa Valley,대구광역시,달성군,가창면,128.639075,35.78697,7,240+304+405+413+449+가창2+급행2
7111040400,2707,비슬산휴양림주차장,Biseulsan Natural Forest Resort,대구광역시,달성군,유가면,128.5058167,35.693815,2,600+달성5
7111040500,2717,성산3동,Seongsan 3-dong,대구광역시,달성군,화원읍,128.480795,35.80930833,1,달서3
7111040700,1834,푸르밀대구공장,Purmil CO. LTD,대구광역시,달성군,논공읍,128.469503,35.739967,2,600+달성5
7111040800,5034,달성산업단지관리공단1,Dalseong Industrial Management Corp,대구광역시,달성군,논공읍,128.454205,35.730158,3,600+달성5+달성6
7111040900,5035,달성산업단지관리공단2,Dalseong Industrial Management Corp,대구광역시,달성군,논공읍,128.454498,35.730117,2,600+달성5
7111041000,1843,유신섬유네거리1,Yusin Textile (4) Junction,대구광역시,달성군,논공읍,128.46768,35.733502,2,600+655
7111041100,3538,대리마을회관,Dae-ri Maeul Center,대구광역시,달성군,현풍면,128.4270762,35.66550507,2,600+달성3
7111041200,3536,구지면사무소건너,Guji Town Office,대구광역시,달성군,구지면,128.4134617,35.65931167,4,600+급행8+달성3+달성7
7111041300,3537,구지면사무소앞,Guji Town Office,대구광역시,달성군,구지면,128.413266,35.65897197,4,600+급행8+달성3+달성7
7111041400,3843,내리2,Nae-ri,대구광역시,달성군,구지면,128.4063217,35.64107833,1,달성7
7111041800,4063,문양기지창건너,Munyang Train Depot,대구광역시,달성군,다사읍,128.435992,35.858955,7,20+250+50+50-1+7+9+성서2
7111041900,4062,문양기지창앞,Munyang Train Depot,대구광역시,달성군,다사읍,128.435952,35.858938,7,20+250+50+50-1+7+9+성서2
7111042000,9098,문양역건너,Munyang Station,대구광역시,달성군,다사읍,128.4378485,35.86356115,7,20+250+50+50-1+7+9+성서2
7111042100,9099,문양역앞,Munyang Station,대구광역시,달성군,다사읍,128.4377382,35.86344097,5,250+50+50-1+9+성서2
7111042200,4066,문양리(서부실),Munyang-ri,대구광역시,달성군,다사읍,128.4360333,35.87373167,1,-
7111042300,4058,응암2리,Eungam 2-ri,대구광역시,달성군,구지면,128.420667,35.647968,1,-
7111042400,4059,응암3리2,Eungam 3-ri,대구광역시,달성군,구지면,128.428322,35.642678,1,-
7111042500,1516,구지농공단지1,Guji Agriculture-Industrial Cmplx,대구광역시,달성군,구지면,128.434767,35.647355,1,-
7111042600,4061,구지농공단지2,Guji Agriculture-Industrial Cmplx,대구광역시,달성군,구지면,128.43469,35.647105,1,-
7111042700,4056,응암1리1,Eungam 1-ri,대구광역시,달성군,구지면,128.4255017,35.65472,2,달성3+달성7
7111042800,4057,응암1리2,Eungam 1-ri,대구광역시,달성군,구지면,128.42549,35.654835,2,달성3+달성7
7111043000,3648,매곡정수사업소앞,Maegok Water Purification Plant,대구광역시,달성군,다사읍,128.452198,35.858157,10,425+524+527+564+655+달서1+성서1+성서1-1+성서2+성서3
7111043100,3650,국립식량과학원대구시험지,National Institute of Crop Science,대구광역시,달성군,하빈면,128.4446507,35.90709743,1,성서2
7111043200,3649,하빈우체국건너,Habin Post Office,대구광역시,달성군,하빈면,128.445645,35.90301,1,성서2
7111043300,3652,기곡리1,Gigok-ri,대구광역시,달성군,하빈면,128.443915,35.92537833,1,성서2
7111043400,3653,기곡리2,Gigok-ri,대구광역시,달성군,하빈면,128.4437583,35.92562833,1,성서2
7111043500,4849,봉촌1리2,Bongchon 1-ri,대구광역시,달성군,하빈면,128.405977,35.86159,1,성서2
7111043600,4850,봉촌1리3,Bongchon 1-ri,대구광역시,달성군,하빈면,128.405953,35.861483,1,성서2
7111043800,4857,옥포농협,Okpo Nonghyup,대구광역시,달성군,옥포면,128.462318,35.7888,1,달성2
7111043900,1848,위천삼거리(논공방향),Wicheon (3) Junction,대구광역시,달성군,논공읍,128.399052,35.760025,2,600+655
7111044000,4858,삼리1리2,Samri 1-ri,대구광역시,달성군,논공읍,128.4106067,35.76866,2,600+655
7111044100,4859,국가산단반도유보라1차,Gukgasandan  bandoyubora  1-cha  Apts,대구광역시,달성군,구지면,128.42146,35.65704667,3,급행8+달성3+달성7
7111044200,4860,국가산단반도유보라2차,Gukgasandan  bandoyubora  2-cha  Apts,대구광역시,달성군,구지면,128.4215583,35.65715,3,급행8+달성3+달성7
7111044300,4593,하빈농협동곡지점2,Habin Nonghyup Donggok Branch,대구광역시,달성군,하빈면,128.42084,35.877183,4,20+7+9+성서2
7111044400,4594,감문1리4,Gammun1-ri,대구광역시,달성군,하빈면,128.435163,35.89739,1,성서2
7111044500,1370,하빈농협앞,Habin Nonghyup,대구광역시,달성군,하빈면,128.4431,35.900748,1,성서2
7111044600,2952,세천고개1,Secheon-gogae,대구광역시,달성군,다사읍,128.4789249,35.87636402,1,성서3
7111044700,5166,세천리2,Secheon-ri,대구광역시,달성군,다사읍,128.476097,35.877613,1,성서3
7111044800,2910,세천리3,Secheon-ri,대구광역시,달성군,다사읍,128.476525,35.877792,1,성서3
7111044900,2953,세천고개2,Secheon-gogae,대구광역시,달성군,다사읍,128.4786721,35.8764244,1,성서3
7111045000,4599,서재들,Seojaedeul,대구광역시,달성군,다사읍,128.4876224,35.87373693,2,성서1+성서3
7111045100,4600,다사읍사무소서재출장소건너,Dasa Town Office,대구광역시,달성군,다사읍,128.494617,35.872378,2,성서1-1+성서3
7111045200,5413,응암3리입구,Eungam 3-ri,대구광역시,달성군,구지면,128.43066,35.6428,1,-
7111045300,1547,냉천리1,Naengcheon-ri,대구광역시,달성군,가창면,128.6437717,35.78276,7,240+304+405+413+449+가창2+급행2
7111045400,1548,냉천리2,Naengcheon-ri,대구광역시,달성군,가창면,128.643705,35.78195833,7,240+304+405+413+449+가창2+급행2
7111045500,1881,대림생수,Daerim Spring Water,대구광역시,달성군,가창면,128.6451417,35.77705,6,240+304+405+413+449+가창2
7111045600,1965,가창중학교건너,Gachang Middle School,대구광역시,달성군,가창면,128.64591,35.77510833,7,240+304+405+413+449+가창2+급행2
7111045700,1518,가창중학교앞,Gachang Middle School,대구광역시,달성군,가창면,128.6460533,35.77405667,7,240+304+405+413+449+가창2+급행2
7111045800,1519,가창초등학교건너,Gachang Daeil,대구광역시,달성군,가창면,128.6473267,35.77120333,4,240+413+449+급행2
7111045900,2596,가창초등학교앞,Gachang Elementary School,대구광역시,달성군,가창면,128.6483141,35.76956665,7,240+304+405+413+449+가창2+급행2
7111046000,5049,대일1리마을회관건너,Daeil 1-ri Community Center,대구광역시,달성군,가창면,128.6486317,35.76809833,3,304+405+가창2
7111046100,1539,주1리2,Ju 1-ri,대구광역시,달성군,가창면,128.6513717,35.76203667,3,304+405+가창2
7111046200,1523,주리(삼진식당),Ju-ri,대구광역시,달성군,가창면,128.6509483,35.75825167,3,304+405+가창2
7111046300,1538,옥분리(구진터),Okbun-ri,대구광역시,달성군,가창면,128.651355,35.75825667,3,304+405+가창2
7111046400,1537,주2리1,Ju 2-ri,대구광역시,달성군,가창면,128.650145,35.75529833,3,304+405+가창2
7111046500,1524,주2리(최정사입구),Ju 2-ri,대구광역시,달성군,가창면,128.6496317,35.75437833,3,304+405+가창2
7111046600,5278,옥분리1,Okbun-ri,대구광역시,달성군,가창면,128.6498467,35.75216167,3,304+405+가창2
7111046700,5417,옥분리마을회관앞,Okbun-ri Maeul Center,대구광역시,달성군,가창면,128.649965,35.75242667,3,304+405+가창2
7111046800,5050,옥산정미소,Oksan Rice Mill,대구광역시,달성군,가창면,128.6507533,35.75059333,3,304+405+가창2
7111046900,1526,담안마을1,Daman-maeul,대구광역시,달성군,가창면,128.65181,35.747385,3,304+405+가창2
7111047000,5419,담안마을2,Daman-maeul,대구광역시,달성군,가창면,128.651895,35.74770667,3,304+405+가창2
7111047100,1527,송정마을1,Songjeong-maeul,대구광역시,달성군,가창면,128.653085,35.74459167,3,304+405+가창2
7111047200,5420,송정마을2,Songjeong-maeul,대구광역시,달성군,가창면,128.6531283,35.744965,3,304+405+가창2
7111047300,1634,삼산리입구건너,Samsan-ri,대구광역시,달성군,가창면,128.656545,35.74113167,3,304+405+가창2
7111047400,2422,샛터마을입구,Saeteo-maeul,대구광역시,달성군,가창면,128.6508354,35.74963068,3,304+405+가창2
7111047500,1191,건영캐스빌건너,Kunyoung Casvill,대구광역시,달성군,다사읍,128.4953317,35.86883833,7,405+509+523+7250+급행7+성서1+성서3
7111047700,1916,대실역(4번출구),Daesil Station,대구광역시,달성군,다사읍,128.46625,35.85763,4,425+달서1+성서1+성서3
7111047800,1906,매곡초등학교앞,Maegok Elementary School,대구광역시,달성군,다사읍,128.46744,35.86303,4,425+달서1+성서1+성서3
7111047900,1549,정대숲,Jeongdaesup,대구광역시,달성군,가창면,128.5585108,35.75218273,1,가창2
7111048000,2603,무등1리3,Mudeung 1-ri,대구광역시,달성군,하빈면,128.4632758,35.92823858,1,성서2
7111048100,2590,묘2리(전마),Myo 2-ri,대구광역시,달성군,하빈면,128.4215017,35.89515833,4,20+7+9+성서2
7111048200,1932,이현고개삼거리(시외방향),Ihyeongogae (3) Junction,대구광역시,달성군,다사읍,128.459535,35.88002333,1,성서3
7111048300,5414,대림생수앞,Daerim Spring Water,대구광역시,달성군,가창면,128.64485,35.77733833,6,240+304+405+413+449+가창2
7111048400,4060,대1리용흥지건너,Dae 1-ri Yongheungji,대구광역시,달성군,현풍면,128.4321194,35.66660097,3,600+급행8+달성3
7111048500,2710,화남초등학교건너,Hwanam Elementary School,대구광역시,달성군,화원읍,128.4976473,35.8003786,2,623+달성2
7111048600,2697,화남초등학교앞,Hwanam Elementary School,대구광역시,달성군,화원읍,128.4981367,35.80039333,3,623+651+달성2
7111048900,2721,모개월앞,Mogaewol,대구광역시,달성군,하빈면,128.4423917,35.92876667,1,성서2
7111049000,2703,모개월입구,Mogaewol,대구광역시,달성군,하빈면,128.4423524,35.92865523,1,성서2
7111049100,2700,정대숲건너,Jeongdaesup,대구광역시,달성군,가창면,128.5570209,35.75015347,1,가창2
7111049200,2715,구삼폭포앞,Gusam Waterfall,대구광역시,달성군,가창면,128.5806217,35.77202667,1,가창2
7111049300,2714,구삼폭포건너,Gusam Waterfall,대구광역시,달성군,가창면,128.5806442,35.77156977,1,가창2
7111049400,2447,명곡지구앞,Myeonggok Area,대구광역시,달성군,화원읍,128.49118,35.79991667,3,651+달성2+달성5
7111049500,2448,교항2리마을입구,Gyohang 2-ri,대구광역시,달성군,옥포면,128.4465688,35.78514472,1,달성2
7111049600,2430,반송4교앞,Bansong 4-gyo (Brigde),대구광역시,달성군,옥포면,128.503205,35.754485,3,600+달성2+달성5
7111049700,2429,반송4교건너,Bansong 4-gyo (Brigde),대구광역시,달성군,옥포면,128.503235,35.75439333,3,600+달성2+달성5
