"备焙喊(1)","己喊(1)","楷飞喊(1)",楷飞喊(2),2021
"巢备","咯磊","40 ~ 44技",44技,861
"巢备","咯磊","45 ~ 49技",家拌,5209
"巢备","咯磊","45 ~ 49技",45技,881
"巢备","咯磊","45 ~ 49技",46技,1002
"巢备","咯磊","45 ~ 49技",47技,1007
"巢备","咯磊","45 ~ 49技",48技,1186
"巢备","咯磊","45 ~ 49技",49技,1133
"巢备","咯磊","50 ~ 54技",家拌,6142
"巢备","咯磊","50 ~ 54技",50技,1198
"巢备","咯磊","50 ~ 54技",51技,1283
"巢备","咯磊","50 ~ 54技",52技,1220
"巢备","咯磊","50 ~ 54技",53技,1218
"巢备","咯磊","50 ~ 54技",54技,1223
"巢备","咯磊","55 ~ 59技",家拌,6308
"巢备","咯磊","55 ~ 59技",55技,1184
"巢备","咯磊","55 ~ 59技",56技,1254
"巢备","咯磊","55 ~ 59技",57技,1207
"巢备","咯磊","55 ~ 59技",58技,1342
"巢备","咯磊","55 ~ 59技",59技,1321
"巢备","咯磊","60 ~ 64技",家拌,7081
"巢备","咯磊","60 ~ 64技",60技,1551
"巢备","咯磊","60 ~ 64技",61技,1508
"巢备","咯磊","60 ~ 64技",62技,1426
"巢备","咯磊","60 ~ 64技",63技,1291
"巢备","咯磊","60 ~ 64技",64技,1305
"巢备","咯磊","65 ~ 69技",家拌,6056
"巢备","咯磊","65 ~ 69技",65技,1323
"巢备","咯磊","65 ~ 69技",66技,1323
"巢备","咯磊","65 ~ 69技",67技,1088
"巢备","咯磊","65 ~ 69技",68技,1190
"巢备","咯磊","65 ~ 69技",69技,1132
"巢备","咯磊","70 ~ 74技",家拌,4849
"巢备","咯磊","70 ~ 74技",70技,919
"巢备","咯磊","70 ~ 74技",71技,927
"巢备","咯磊","70 ~ 74技",72技,1047
"巢备","咯磊","70 ~ 74技",73技,971
"巢备","咯磊","70 ~ 74技",74技,985
"巢备","咯磊","75 ~ 79技",家拌,3744
"巢备","咯磊","75 ~ 79技",75技,577
"巢备","咯磊","75 ~ 79技",76技,722
"巢备","咯磊","75 ~ 79技",77技,781
"巢备","咯磊","75 ~ 79技",78技,884
"巢备","咯磊","75 ~ 79技",79技,780
"巢备","咯磊","80 ~ 84技",家拌,3137
"巢备","咯磊","80 ~ 84技",80技,767
"巢备","咯磊","80 ~ 84技",81技,673
"巢备","咯磊","80 ~ 84技",82技,634
"巢备","咯磊","80 ~ 84技",83技,565
"巢备","咯磊","80 ~ 84技",84技,498
"巢备","咯磊","85 ~ 89技",家拌,1807
"巢备","咯磊","85 ~ 89技",85技,493
"巢备","咯磊","85 ~ 89技",86技,417
"巢备","咯磊","85 ~ 89技",87技,358
"巢备","咯磊","85 ~ 89技",88技,283
"巢备","咯磊","85 ~ 89技",89技,256
"巢备","咯磊","90 ~ 94技",家拌,624
"巢备","咯磊","90 ~ 94技",90技,198
"巢备","咯磊","90 ~ 94技",91技,136
"巢备","咯磊","90 ~ 94技",92技,134
"巢备","咯磊","90 ~ 94技",93技,90
"巢备","咯磊","90 ~ 94技",94技,66
"巢备","咯磊","95技 捞惑",家拌,142
"合备","拌","拌",家拌,439149
"合备","拌","0 ~ 4技",家拌,13831
"合备","拌","0 ~ 4技",0技,2299
"合备","拌","0 ~ 4技",1技,2464
"合备","拌","0 ~ 4技",2技,2720
"合备","拌","0 ~ 4技",3技,3002
"合备","拌","0 ~ 4技",4技,3346
"合备","拌","5 ~ 9技",家拌,18931
"合备","拌","5 ~ 9技",5技,3647
"合备","拌","5 ~ 9技",6技,3747
"合备","拌","5 ~ 9技",7技,3667
"合备","拌","5 ~ 9技",8技,3906
"合备","拌","5 ~ 9技",9技,3964
"合备","拌","10 ~ 14技",家拌,19574
"合备","拌","10 ~ 14技",10技,3963
"合备","拌","10 ~ 14技",11技,3657
"合备","拌","10 ~ 14技",12技,3772
"合备","拌","10 ~ 14技",13技,4149
"合备","拌","10 ~ 14技",14技,4033
"合备","拌","15 ~ 19技",家拌,22097
"合备","拌","15 ~ 19技",15技,3951
"合备","拌","15 ~ 19技",16技,4066
"合备","拌","15 ~ 19技",17技,4528
"合备","拌","15 ~ 19技",18技,4504
"合备","拌","15 ~ 19技",19技,5048
"合备","拌","20 ~ 24技",家拌,32156
"合备","拌","20 ~ 24技",20技,5687
"合备","拌","20 ~ 24技",21技,5970
"合备","拌","20 ~ 24技",22技,5941
"合备","拌","20 ~ 24技",23技,7334
"合备","拌","20 ~ 24技",24技,7224
"合备","拌","25 ~ 29技",家拌,32615
"合备","拌","25 ~ 29技",25技,6975
"合备","拌","25 ~ 29技",26技,6746
"合备","拌","25 ~ 29技",27技,6659
"合备","拌","25 ~ 29技",28技,6278
"合备","拌","25 ~ 29技",29技,5957
"合备","拌","30 ~ 34技",家拌,25945
"合备","拌","30 ~ 34技",30技,5402
"合备","拌","30 ~ 34技",31技,5361
"合备","拌","30 ~ 34技",32技,5089
"合备","拌","30 ~ 34技",33技,4976
"合备","拌","30 ~ 34技",34技,5117
"合备","拌","35 ~ 39技",家拌,28517
"合备","拌","35 ~ 39技",35技,5118
"合备","拌","35 ~ 39技",36技,5001
"合备","拌","35 ~ 39技",37技,5561
"合备","拌","35 ~ 39技",38技,6211
"合备","拌","35 ~ 39技",39技,6626
"合备","拌","40 ~ 44技",家拌,32462
"合备","拌","40 ~ 44技",40技,6795
"合备","拌","40 ~ 44技",41技,6840
"合备","拌","40 ~ 44技",42技,6150
"合备","拌","40 ~ 44技",43技,6287
"合备","拌","40 ~ 44技",44技,6390
"合备","拌","45 ~ 49技",家拌,38250
"合备","拌","45 ~ 49技",45技,6684
"合备","拌","45 ~ 49技",46技,7368
"合备","拌","45 ~ 49技",47技,7935
"合备","拌","45 ~ 49技",48技,8136
"合备","拌","45 ~ 49技",49技,8127
"合备","拌","50 ~ 54技",家拌,40628
"合备","拌","50 ~ 54技",50技,8458
"合备","拌","50 ~ 54技",51技,8184
"合备","拌","50 ~ 54技",52技,8577
"合备","拌","50 ~ 54技",53技,7726
"合备","拌","50 ~ 54技",54技,7683
"合备","拌","55 ~ 59技",家拌,35861
"合备","拌","55 ~ 59技",55技,7381
"合备","拌","55 ~ 59技",56技,7255
"合备","拌","55 ~ 59技",57技,6610
"合备","拌","55 ~ 59技",58技,7598
"合备","拌","55 ~ 59技",59技,7017
"合备","拌","60 ~ 64技",家拌,32975
"合备","拌","60 ~ 64技",60技,7955
"合备","拌","60 ~ 64技",61技,7136
"合备","拌","60 ~ 64技",62技,6545
"合备","拌","60 ~ 64技",63技,5767
"合备","拌","60 ~ 64技",64技,5572
"合备","拌","65 ~ 69技",家拌,22828
"合备","拌","65 ~ 69技",65技,5119
"合备","拌","65 ~ 69技",66技,5103
"合备","拌","65 ~ 69技",67技,4190
"合备","拌","65 ~ 69技",68技,4238
"合备","拌","65 ~ 69技",69技,4178
"合备","拌","70 ~ 74技",家拌,16376
"合备","拌","70 ~ 74技",70技,3218
"合备","拌","70 ~ 74技",71技,3399
"合备","拌","70 ~ 74技",72技,3573
"合备","拌","70 ~ 74技",73技,3283
"合备","拌","70 ~ 74技",74技,2903
"合备","拌","75 ~ 79技",家拌,11929
"合备","拌","75 ~ 79技",75技,1802
"合备","拌","75 ~ 79技",76技,2379
"合备","拌","75 ~ 79技",77技,2440
"合备","拌","75 ~ 79技",78技,2758
"合备","拌","75 ~ 79技",79技,2550
"合备","拌","80 ~ 84技",家拌,8595
"合备","拌","80 ~ 84技",80技,2096
"合备","拌","80 ~ 84技",81技,1981
"合备","拌","80 ~ 84技",82技,1767
"合备","拌","80 ~ 84技",83技,1431
"合备","拌","80 ~ 84技",84技,1320
"合备","拌","85 ~ 89技",家拌,4122
"合备","拌","85 ~ 89技",85技,1138
"合备","拌","85 ~ 89技",86技,1028
"合备","拌","85 ~ 89技",87技,797
"合备","拌","85 ~ 89技",88技,653
"合备","拌","85 ~ 89技",89技,506
"合备","拌","90 ~ 94技",家拌,1207
"合备","拌","90 ~ 94技",90技,382
"合备","拌","90 ~ 94技",91技,300
"合备","拌","90 ~ 94技",92技,235
"合备","拌","90 ~ 94技",93技,165
"合备","拌","90 ~ 94技",94技,125
"合备","拌","95技 捞惑",家拌,250
"合备","巢磊","拌",家拌,218970
"合备","巢磊","0 ~ 4技",家拌,6968
"合备","巢磊","0 ~ 4技",0技,1163
"合备","巢磊","0 ~ 4技",1技,1244
"合备","巢磊","0 ~ 4技",2技,1396
"合备","巢磊","0 ~ 4技",3技,1501
"合备","巢磊","0 ~ 4技",4技,1664
"合备","巢磊","5 ~ 9技",家拌,9617
"合备","巢磊","5 ~ 9技",5技,1833
"合备","巢磊","5 ~ 9技",6技,1914
"合备","巢磊","5 ~ 9技",7技,1851
"合备","巢磊","5 ~ 9技",8技,2004
"合备","巢磊","5 ~ 9技",9技,2015
"合备","巢磊","10 ~ 14技",家拌,10134
"合备","巢磊","10 ~ 14技",10技,2076
"合备","巢磊","10 ~ 14技",11技,1902
"合备","巢磊","10 ~ 14技",12技,1922
"合备","巢磊","10 ~ 14技",13技,2151
"合备","巢磊","10 ~ 14技",14技,2083
"合备","巢磊","15 ~ 19技",家拌,11558
"合备","巢磊","15 ~ 19技",15技,2026
"合备","巢磊","15 ~ 19技",16技,2081
"合备","巢磊","15 ~ 19技",17技,2417
"合备","巢磊","15 ~ 19技",18技,2376
"合备","巢磊","15 ~ 19技",19技,2658
"合备","巢磊","20 ~ 24技",家拌,16700
"合备","巢磊","20 ~ 24技",20技,2964
"合备","巢磊","20 ~ 24技",21技,3139
"合备","巢磊","20 ~ 24技",22技,3139
"合备","巢磊","20 ~ 24技",23技,3782
"合备","巢磊","20 ~ 24技",24技,3676
"合备","巢磊","25 ~ 29技",家拌,18153
"合备","巢磊","25 ~ 29技",25技,3638
"合备","巢磊","25 ~ 29技",26技,3761
"合备","巢磊","25 ~ 29技",27技,3823
"合备","巢磊","25 ~ 29技",28技,3575
"合备","巢磊","25 ~ 29技",29技,3356
"合备","巢磊","30 ~ 34技",家拌,14087
"合备","巢磊","30 ~ 34技",30技,2948
"合备","巢磊","30 ~ 34技",31技,2950
"合备","巢磊","30 ~ 34技",32技,2738
"合备","巢磊","30 ~ 34技",33技,2695
"合备","巢磊","30 ~ 34技",34技,2756
"合备","巢磊","35 ~ 39技",家拌,14820
"合备","巢磊","35 ~ 39技",35技,2734
"合备","巢磊","35 ~ 39技",36技,2703
"合备","巢磊","35 ~ 39技",37技,2899
"合备","巢磊","35 ~ 39技",38技,3125
"合备","巢磊","35 ~ 39技",39技,3359
"合备","巢磊","40 ~ 44技",家拌,16161
"合备","巢磊","40 ~ 44技",40技,3372
"合备","巢磊","40 ~ 44技",41技,3433
"合备","巢磊","40 ~ 44技",42技,3096
"合备","巢磊","40 ~ 44技",43技,3072
"合备","巢磊","40 ~ 44技",44技,3188
"合备","巢磊","45 ~ 49技",家拌,18588
"合备","巢磊","45 ~ 49技",45技,3251
"合备","巢磊","45 ~ 49技",46技,3565
"合备","巢磊","45 ~ 49技",47技,3832
"合备","巢磊","45 ~ 49技",48技,3962
"合备","巢磊","45 ~ 49技",49技,3978
"合备","巢磊","50 ~ 54技",家拌,20178
"合备","巢磊","50 ~ 54技",50技,4166
"合备","巢磊","50 ~ 54技",51技,4071
"合备","巢磊","50 ~ 54技",52技,4251
"合备","巢磊","50 ~ 54技",53技,3833
"合备","巢磊","50 ~ 54技",54技,3857
"合备","巢磊","55 ~ 59技",家拌,17855
"合备","巢磊","55 ~ 59技",55技,3670
"合备","巢磊","55 ~ 59技",56技,3541
"合备","巢磊","55 ~ 59技",57技,3260
"合备","巢磊","55 ~ 59技",58技,3829
"合备","巢磊","55 ~ 59技",59技,3555
"合备","巢磊","60 ~ 64技",家拌,16404
"合备","巢磊","60 ~ 64技",60技,3908
"合备","巢磊","60 ~ 64技",61技,3485
"合备","巢磊","60 ~ 64技",62技,3282
"合备","巢磊","60 ~ 64技",63技,2964
"合备","巢磊","60 ~ 64技",64技,2765
"合备","巢磊","65 ~ 69技",家拌,10831
"合备","巢磊","65 ~ 69技",65技,2482
"合备","巢磊","65 ~ 69技",66技,2413
"合备","巢磊","65 ~ 69技",67技,1992
"合备","巢磊","65 ~ 69技",68技,1971
"合备","巢磊","65 ~ 69技",69技,1973
"合备","巢磊","70 ~ 74技",家拌,7330
"合备","巢磊","70 ~ 74技",70技,1486
"合备","巢磊","70 ~ 74技",71技,1556
"合备","巢磊","70 ~ 74技",72技,1583
"合备","巢磊","70 ~ 74技",73技,1440
"合备","巢磊","70 ~ 74技",74技,1265
"合备","巢磊","75 ~ 79技",家拌,4931
"合备","巢磊","75 ~ 79技",75技,779
"合备","巢磊","75 ~ 79技",76技,965
"合备","巢磊","75 ~ 79技",77技,968
"合备","巢磊","75 ~ 79技",78技,1163
"合备","巢磊","75 ~ 79技",79技,1056
"合备","巢磊","80 ~ 84技",家拌,3183
"合备","巢磊","80 ~ 84技",80技,808
"合备","巢磊","80 ~ 84技",81技,745
"合备","巢磊","80 ~ 84技",82技,683
"合备","巢磊","80 ~ 84技",83技,515
"合备","巢磊","80 ~ 84技",84技,432
"合备","巢磊","85 ~ 89技",家拌,1195
"合备","巢磊","85 ~ 89技",85技,366
"合备","巢磊","85 ~ 89技",86技,313
"合备","巢磊","85 ~ 89技",87技,221
"合备","巢磊","85 ~ 89技",88技,169
"合备","巢磊","85 ~ 89技",89技,126
"合备","巢磊","90 ~ 94技",家拌,243
"合备","巢磊","90 ~ 94技",90技,80
"合备","巢磊","90 ~ 94技",91技,55
"合备","巢磊","90 ~ 94技",92技,48
"合备","巢磊","90 ~ 94技",93技,33
"合备","巢磊","90 ~ 94技",94技,27
"合备","巢磊","95技 捞惑",家拌,34
"合备","咯磊","拌",家拌,220179
"合备","咯磊","0 ~ 4技",家拌,6863
"合备","咯磊","0 ~ 4技",0技,1136
"合备","咯磊","0 ~ 4技",1技,1220
"合备","咯磊","0 ~ 4技",2技,1324
"合备","咯磊","0 ~ 4技",3技,1501
"合备","咯磊","0 ~ 4技",4技,1682
"合备","咯磊","5 ~ 9技",家拌,9314
"合备","咯磊","5 ~ 9技",5技,1814
"合备","咯磊","5 ~ 9技",6技,1833
"合备","咯磊","5 ~ 9技",7技,1816
"合备","咯磊","5 ~ 9技",8技,1902
"合备","咯磊","5 ~ 9技",9技,1949
"合备","咯磊","10 ~ 14技",家拌,9440
"合备","咯磊","10 ~ 14技",10技,1887
"合备","咯磊","10 ~ 14技",11技,1755
"合备","咯磊","10 ~ 14技",12技,1850
"合备","咯磊","10 ~ 14技",13技,1998
"合备","咯磊","10 ~ 14技",14技,1950
"合备","咯磊","15 ~ 19技",家拌,10539
"合备","咯磊","15 ~ 19技",15技,1925
"合备","咯磊","15 ~ 19技",16技,1985
"合备","咯磊","15 ~ 19技",17技,2111
"合备","咯磊","15 ~ 19技",18技,2128
"合备","咯磊","15 ~ 19技",19技,2390
"合备","咯磊","20 ~ 24技",家拌,15456
"合备","咯磊","20 ~ 24技",20技,2723
"合备","咯磊","20 ~ 24技",21技,2831
"合备","咯磊","20 ~ 24技",22技,2802
"合备","咯磊","20 ~ 24技",23技,3552
"合备","咯磊","20 ~ 24技",24技,3548
"合备","咯磊","25 ~ 29技",家拌,14462
"合备","咯磊","25 ~ 29技",25技,3337
"合备","咯磊","25 ~ 29技",26技,2985
"合备","咯磊","25 ~ 29技",27技,2836
"合备","咯磊","25 ~ 29技",28技,2703
"合备","咯磊","25 ~ 29技",29技,2601
"合备","咯磊","30 ~ 34技",家拌,11858
"合备","咯磊","30 ~ 34技",30技,2454
"合备","咯磊","30 ~ 34技",31技,2411
"合备","咯磊","30 ~ 34技",32技,2351
"合备","咯磊","30 ~ 34技",33技,2281
"合备","咯磊","30 ~ 34技",34技,2361
"合备","咯磊","35 ~ 39技",家拌,13697
"合备","咯磊","35 ~ 39技",35技,2384
"合备","咯磊","35 ~ 39技",36技,2298
"合备","咯磊","35 ~ 39技",37技,2662
"合备","咯磊","35 ~ 39技",38技,3086
"合备","咯磊","35 ~ 39技",39技,3267
"合备","咯磊","40 ~ 44技",家拌,16301
"合备","咯磊","40 ~ 44技",40技,3423
"合备","咯磊","40 ~ 44技",41技,3407
"合备","咯磊","40 ~ 44技",42技,3054
"合备","咯磊","40 ~ 44技",43技,3215
"合备","咯磊","40 ~ 44技",44技,3202
"合备","咯磊","45 ~ 49技",家拌,19662
"合备","咯磊","45 ~ 49技",45技,3433
"合备","咯磊","45 ~ 49技",46技,3803
"合备","咯磊","45 ~ 49技",47技,4103
"合备","咯磊","45 ~ 49技",48技,4174
"合备","咯磊","45 ~ 49技",49技,4149
"合备","咯磊","50 ~ 54技",家拌,20450
"合备","咯磊","50 ~ 54技",50技,4292
"合备","咯磊","50 ~ 54技",51技,4113
"合备","咯磊","50 ~ 54技",52技,4326
"合备","咯磊","50 ~ 54技",53技,3893
"合备","咯磊","50 ~ 54技",54技,3826
"合备","咯磊","55 ~ 59技",家拌,18006
"合备","咯磊","55 ~ 59技",55技,3711
"合备","咯磊","55 ~ 59技",56技,3714
"合备","咯磊","55 ~ 59技",57技,3350
"合备","咯磊","55 ~ 59技",58技,3769
"合备","咯磊","55 ~ 59技",59技,3462
"合备","咯磊","60 ~ 64技",家拌,16571
"合备","咯磊","60 ~ 64技",60技,4047
"合备","咯磊","60 ~ 64技",61技,3651
"合备","咯磊","60 ~ 64技",62技,3263
"合备","咯磊","60 ~ 64技",63技,2803
"合备","咯磊","60 ~ 64技",64技,2807
"合备","咯磊","65 ~ 69技",家拌,11997
"合备","咯磊","65 ~ 69技",65技,2637
"合备","咯磊","65 ~ 69技",66技,2690
"合备","咯磊","65 ~ 69技",67技,2198
"合备","咯磊","65 ~ 69技",68技,2267
"合备","咯磊","65 ~ 69技",69技,2205
"合备","咯磊","70 ~ 74技",家拌,9046
"合备","咯磊","70 ~ 74技",70技,1732
"合备","咯磊","70 ~ 74技",71技,1843
"合备","咯磊","70 ~ 74技",72技,1990
"合备","咯磊","70 ~ 74技",73技,1843
"合备","咯磊","70 ~ 74技",74技,1638
"合备","咯磊","75 ~ 79技",家拌,6998
"合备","咯磊","75 ~ 79技",75技,1023
"合备","咯磊","75 ~ 79技",76技,1414
"合备","咯磊","75 ~ 79技",77技,1472
"合备","咯磊","75 ~ 79技",78技,1595
"合备","咯磊","75 ~ 79技",79技,1494
"合备","咯磊","80 ~ 84技",家拌,5412
"合备","咯磊","80 ~ 84技",80技,1288
"合备","咯磊","80 ~ 84技",81技,1236
"合备","咯磊","80 ~ 84技",82技,1084
"合备","咯磊","80 ~ 84技",83技,916
"合备","咯磊","80 ~ 84技",84技,888
"合备","咯磊","85 ~ 89技",家拌,2927
"合备","咯磊","85 ~ 89技",85技,772
"合备","咯磊","85 ~ 89技",86技,715
"合备","咯磊","85 ~ 89技",87技,576
"合备","咯磊","85 ~ 89技",88技,484
"合备","咯磊","85 ~ 89技",89技,380
"合备","咯磊","90 ~ 94技",家拌,964
"合备","咯磊","90 ~ 94技",90技,302
"合备","咯磊","90 ~ 94技",91技,245
"合备","咯磊","90 ~ 94技",92技,187
"合备","咯磊","90 ~ 94技",93技,132
"合备","咯磊","90 ~ 94技",94技,98
"合备","咯磊","95技 捞惑",家拌,216
"荐己备","拌","拌",家拌,409532
"荐己备","拌","0 ~ 4技",家拌,9505
"荐己备","拌","0 ~ 4技",0技,1360
"荐己备","拌","0 ~ 4技",1技,1557
"荐己备","拌","0 ~ 4技",2技,1798
"荐己备","拌","0 ~ 4技",3技,2117
"荐己备","拌","0 ~ 4技",4技,2673
"荐己备","拌","5 ~ 9技",家拌,18875
"荐己备","拌","5 ~ 9技",5技,3251
"荐己备","拌","5 ~ 9技",6技,3483
"荐己备","拌","5 ~ 9技",7技,3720
"荐己备","拌","5 ~ 9技",8技,4111
"荐己备","拌","5 ~ 9技",9技,4310
"荐己备","拌","10 ~ 14技",家拌,23832
"荐己备","拌","10 ~ 14技",10技,4528
"荐己备","拌","10 ~ 14技",11技,4360
"荐己备","拌","10 ~ 14技",12技,4691
"荐己备","拌","10 ~ 14技",13技,5268
"荐己备","拌","10 ~ 14技",14技,4985
"荐己备","拌","15 ~ 19技",家拌,24841
"荐己备","拌","15 ~ 19技",15技,4784
"荐己备","拌","15 ~ 19技",16技,4795
"荐己备","拌","15 ~ 19技",17技,5216
"荐己备","拌","15 ~ 19技",18技,5006
"荐己备","拌","15 ~ 19技",19技,5040
"荐己备","拌","20 ~ 24技",家拌,27436
"荐己备","拌","20 ~ 24技",20技,6051
"荐己备","拌","20 ~ 24技",21技,5921
"荐己备","拌","20 ~ 24技",22技,5428
"荐己备","拌","20 ~ 24技",23技,5051
"荐己备","拌","20 ~ 24技",24技,4985
"荐己备","拌","25 ~ 29技",家拌,22751
"荐己备","拌","25 ~ 29技",25技,5025
"荐己备","拌","25 ~ 29技",26技,4633
"荐己备","拌","25 ~ 29技",27技,4529
"荐己备","拌","25 ~ 29技",28技,4318
"荐己备","拌","25 ~ 29技",29技,4246
"荐己备","拌","30 ~ 34技",家拌,18012
"荐己备","拌","30 ~ 34技",30技,3726
"荐己备","拌","30 ~ 34技",31技,3853
"荐己备","拌","30 ~ 34技",32技,3519
"荐己备","拌","30 ~ 34技",33技,3399
"荐己备","拌","30 ~ 34技",34技,3515
"荐己备","拌","35 ~ 39技",家拌,22879
"荐己备","拌","35 ~ 39技",35技,3658
"荐己备","拌","35 ~ 39技",36技,3755
"荐己备","拌","35 ~ 39技",37技,4531
"荐己备","拌","35 ~ 39技",38技,5127
"荐己备","拌","35 ~ 39技",39技,5808
"荐己备","拌","40 ~ 44技",家拌,31311
"荐己备","拌","40 ~ 44技",40技,6172
"荐己备","拌","40 ~ 44技",41技,6421
"荐己备","拌","40 ~ 44技",42技,6178
"荐己备","拌","40 ~ 44技",43技,6157
"荐己备","拌","40 ~ 44技",44技,6383
"荐己备","拌","45 ~ 49技",家拌,38096
"荐己备","拌","45 ~ 49技",45技,6726
"荐己备","拌","45 ~ 49技",46技,7258
"荐己备","拌","45 ~ 49技",47技,7774
"荐己备","拌","45 ~ 49技",48技,8141
"荐己备","拌","45 ~ 49技",49技,8197
"荐己备","拌","50 ~ 54技",家拌,40061
"荐己备","拌","50 ~ 54技",50技,8523
"荐己备","拌","50 ~ 54技",51技,8217
"荐己备","拌","50 ~ 54技",52技,8335
"荐己备","拌","50 ~ 54技",53技,7734
"荐己备","拌","50 ~ 54技",54技,7252
"荐己备","拌","55 ~ 59技",家拌,33519
"荐己备","拌","55 ~ 59技",55技,6914
"荐己备","拌","55 ~ 59技",56技,6926
"荐己备","拌","55 ~ 59技",57技,6256
"荐己备","拌","55 ~ 59技",58技,7022
"荐己备","拌","55 ~ 59技",59技,6401
"荐己备","拌","60 ~ 64技",家拌,30789
"荐己备","拌","60 ~ 64技",60技,7021
"荐己备","拌","60 ~ 64技",61技,6705
"荐己备","拌","60 ~ 64技",62技,6055
"荐己备","拌","60 ~ 64技",63技,5521
"荐己备","拌","60 ~ 64技",64技,5487
"荐己备","拌","65 ~ 69技",家拌,22722
"荐己备","拌","65 ~ 69技",65技,5054
"荐己备","拌","65 ~ 69技",66技,5093
"荐己备","拌","65 ~ 69技",67技,4098
"荐己备","拌","65 ~ 69技",68技,4395
"荐己备","拌","65 ~ 69技",69技,4082
"荐己备","拌","70 ~ 74技",家拌,16741
"荐己备","拌","70 ~ 74技",70技,3273
"荐己备","拌","70 ~ 74技",71技,3599
"荐己备","拌","70 ~ 74技",72技,3490
"荐己备","拌","70 ~ 74技",73技,3308
"荐己备","拌","70 ~ 74技",74技,3071
"荐己备","拌","75 ~ 79技",家拌,12060
"荐己备","拌","75 ~ 79技",75技,1862
"荐己备","拌","75 ~ 79技",76技,2348
"荐己备","拌","75 ~ 79技",77技,2533
"荐己备","拌","75 ~ 79技",78技,2781
"荐己备","拌","75 ~ 79技",79技,2536
"荐己备","拌","80 ~ 84技",家拌,9130
"荐己备","拌","80 ~ 84技",80技,2178
"荐己备","拌","80 ~ 84技",81技,2026
"荐己备","拌","80 ~ 84技",82技,1822
"荐己备","拌","80 ~ 84技",83技,1666
"荐己备","拌","80 ~ 84技",84技,1438
"荐己备","拌","85 ~ 89技",家拌,5089
"荐己备","拌","85 ~ 89技",85技,1398
"荐己备","拌","85 ~ 89技",86技,1245
"荐己备","拌","85 ~ 89技",87技,962
"荐己备","拌","85 ~ 89技",88技,813
"荐己备","拌","85 ~ 89技",89技,671
"荐己备","拌","90 ~ 94技",家拌,1561
"荐己备","拌","90 ~ 94技",90技,504
"荐己备","拌","90 ~ 94技",91技,359
"荐己备","拌","90 ~ 94技",92技,300
"荐己备","拌","90 ~ 94技",93技,228
"荐己备","拌","90 ~ 94技",94技,170
"荐己备","拌","95技 捞惑",家拌,322
"荐己备","巢磊","拌",家拌,198902
"荐己备","巢磊","0 ~ 4技",家拌,4880
"荐己备","巢磊","0 ~ 4技",0技,701
"荐己备","巢磊","0 ~ 4技",1技,801
"荐己备","巢磊","0 ~ 4技",2技,926
"荐己备","巢磊","0 ~ 4技",3技,1085
"荐己备","巢磊","0 ~ 4技",4技,1367
"荐己备","巢磊","5 ~ 9技",家拌,9734
"荐己备","巢磊","5 ~ 9技",5技,1713
"荐己备","巢磊","5 ~ 9技",6技,1777
"荐己备","巢磊","5 ~ 9技",7技,1923
"荐己备","巢磊","5 ~ 9技",8技,2125
"荐己备","巢磊","5 ~ 9技",9技,2196
"荐己备","巢磊","10 ~ 14技",家拌,12467
"荐己备","巢磊","10 ~ 14技",10技,2328
"荐己备","巢磊","10 ~ 14技",11技,2290
"荐己备","巢磊","10 ~ 14技",12技,2505
"荐己备","巢磊","10 ~ 14技",13技,2747
"荐己备","巢磊","10 ~ 14技",14技,2597
"荐己备","巢磊","15 ~ 19技",家拌,13254
"荐己备","巢磊","15 ~ 19技",15技,2557
"荐己备","巢磊","15 ~ 19技",16技,2558
"荐己备","巢磊","15 ~ 19技",17技,2746
"荐己备","巢磊","15 ~ 19技",18技,2716
"荐己备","巢磊","15 ~ 19技",19技,2677
"荐己备","巢磊","20 ~ 24技",家拌,14890
"荐己备","巢磊","20 ~ 24技",20技,3305
"荐己备","巢磊","20 ~ 24技",21技,3227
"荐己备","巢磊","20 ~ 24技",22技,2979
"荐己备","巢磊","20 ~ 24技",23技,2663
"荐己备","巢磊","20 ~ 24技",24技,2716
"荐己备","巢磊","25 ~ 29技",家拌,12237
"荐己备","巢磊","25 ~ 29技",25技,2793
"荐己备","巢磊","25 ~ 29技",26技,2573
"荐己备","巢磊","25 ~ 29技",27技,2366
"荐己备","巢磊","25 ~ 29技",28技,2304
"荐己备","巢磊","25 ~ 29技",29技,2201
"荐己备","巢磊","30 ~ 34技",家拌,9335
"荐己备","巢磊","30 ~ 34技",30技,1923
"荐己备","巢磊","30 ~ 34技",31技,1991
"荐己备","巢磊","30 ~ 34技",32技,1901
"荐己备","巢磊","30 ~ 34技",33技,1737
"荐己备","巢磊","30 ~ 34技",34技,1783
"荐己备","巢磊","35 ~ 39技",家拌,10663
"荐己备","巢磊","35 ~ 39技",35技,1798
"荐己备","巢磊","35 ~ 39技",36技,1809
"荐己备","巢磊","35 ~ 39技",37技,2116
"荐己备","巢磊","35 ~ 39技",38技,2288
"荐己备","巢磊","35 ~ 39技",39技,2652
"荐己备","巢磊","40 ~ 44技",家拌,14279
"荐己备","巢磊","40 ~ 44技",40技,2805
"荐己备","巢磊","40 ~ 44技",41技,2853
"荐己备","巢磊","40 ~ 44技",42技,2847
"荐己备","巢磊","40 ~ 44技",43技,2797
"荐己备","巢磊","40 ~ 44技",44技,2977
"荐己备","巢磊","45 ~ 49技",家拌,17586
"荐己备","巢磊","45 ~ 49技",45技,3095
"荐己备","巢磊","45 ~ 49技",46技,3282
